"garden","meso_id","soil_id","treat","n_bags","...31","entered_by","bag","seed_id","intact","germinated","burst","missing","obs","date","notes"
"SUM",95,"BB","Dead",3,95,"HL",3,"RC",5,3,0,2,"HL","45846",NA
"WIL",95,"BB","Dead",3,95,"HL",3,"BB",4,6,0,0,"HL","45838",NA
"SUM",96,"CR","Dead",3,96,"HL",1,"HG",4,6,0,0,"HL","45846","2 intact flat and crumbly"
"WIL",96,"CR","Dead",3,96,"HL",1,"CR",8,2,0,0,"HL","45838",NA
"SUM",96,"CR","Dead",3,96,"HL",2,"CR",6,4,0,0,"HL","45846","1 intact broken"
"WIL",96,"CR","Dead",3,96,"HL",2,"AH",8,2,0,0,"HL","45838",NA
"SUM",96,"CR","Dead",3,96,"HL",3,"AH",4,6,0,0,"HL","45846",NA
"WIL",96,"CR","Dead",3,96,"HL",3,"HG",7,3,0,0,"HL","45838",NA
"SUM",97,"TI","Dead",2,97,"HL",1,"CR",10,0,0,0,"HL","45826",NA
"WIL",97,"TI","Dead",2,97,"HL",1,"CR",6,3,0,0,"TN","45830",NA
"SUM",97,"TI","Dead",2,97,"HL",2,"OH",10,0,0,0,"HL","45826",NA
"WIL",97,"TI","Dead",2,97,"HL",2,"OH",10,0,0,0,"TN","45830",NA
"SUM",97,"TI","Dead",2,97,"HL",3,NA,NA,NA,NA,NA,NA,NA,NA
"WIL",97,"TI","Dead",2,97,"HL",3,NA,NA,NA,NA,NA,NA,NA,NA
"SUM",98,"SR","Dead",2,98,"HL",1,"NG",3,7,0,0,"HL","45846",NA
"WIL",98,"SR","Dead",2,98,"HL",1,"NG",2,8,0,0,"HL","45838",NA
"SUM",98,"SR","Dead",2,98,"HL",2,"BB",3,7,0,0,"HL","45846",NA
"WIL",98,"SR","Dead",2,98,"HL",2,"BB",5,5,0,0,"HL","45838",NA
"SUM",98,"SR","Dead",2,98,"HL",3,NA,NA,NA,NA,NA,NA,NA,NA
"WIL",98,"SR","Dead",2,98,"HL",3,NA,NA,NA,NA,NA,NA,NA,NA
"SUM",99,"SR","Dead",3,99,"HL",1,"HG",5,5,0,0,"HL","45826",NA
"WIL",99,"SR","Dead",3,99,"HL",1,"SR",0,0,0,0,"-","-","missing"
"SUM",99,"SR","Dead",3,99,"HL",2,"SR",7,3,0,0,"HL","45826",NA
"WIL",99,"SR","Dead",3,99,"HL",2,"HG",0,0,0,0,"-","-","missing"
"SUM",99,"SR","Dead",3,99,"HL",3,"AH",9,0,0,1,"HL","45826",NA
"WIL",99,"SR","Dead",3,99,"HL",3,"AH",0,0,0,0,"-","-","missing"
"SUM",100,"CR","Dead",2,100,"HL",1,"TI",5,5,0,0,"HL","45846",NA
"WIL",100,"CR","Dead",2,100,"HL",1,"TI",0,0,0,0,"-","-","missing"
"SUM",100,"CR","Dead",2,100,"HL",2,"BB",2,8,0,0,"HL","45846","2 intact shriveled"
"WIL",100,"CR","Dead",2,100,"HL",2,"BB",0,0,0,0,"-","-","missing"
"SUM",100,"CR","Dead",2,100,"HL",3,NA,NA,NA,NA,NA,NA,NA,NA
"WIL",100,"CR","Dead",2,100,"HL",3,NA,NA,NA,NA,NA,NA,NA,NA
"SUM",101,"HG","Dead",2,101,"HL",1,"HG",7,2,1,0,"HL","45826",NA
"WIL",101,"HG","Dead",2,101,"HL",1,"HG",7,2,1,0,"TN","45831",NA
"SUM",101,"HG","Dead",2,101,"HL",2,"HR",6,3,1,0,"HL","45826",NA
"WIL",101,"HG","Dead",2,101,"HL",2,"HR",5,3,0,2,"TN","45831",NA
"SUM",101,"HG","Dead",2,101,"HL",3,NA,NA,NA,NA,NA,NA,NA,NA
"WIL",101,"HG","Dead",2,101,"HL",3,NA,NA,NA,NA,NA,NA,NA,NA
"SUM",102,"BB","Dead",2,102,"HL",1,"CR",7,3,0,0,"HL","45846",NA
"WIL",102,"BB","Dead",2,102,"HL",1,"SR",0,0,0,0,"-","-","missing"
"SUM",102,"BB","Dead",2,102,"HL",2,"SR",0,10,0,0,"HL","45846",NA
"WIL",102,"BB","Dead",2,102,"HL",2,"CR",0,0,0,0,"-","-","missing"
"SUM",102,"BB","Dead",2,102,"HL",3,NA,NA,NA,NA,NA,NA,NA,NA
"WIL",102,"BB","Dead",2,102,"HL",3,NA,NA,NA,NA,NA,NA,NA,NA
"SUM",103,"TI","Live",2,103,"HL",1,"OH",8,2,0,0,"HL","45826",NA
"WIL",103,"TI","Live",2,103,"HL",1,"CR",5,0,0,5,"TN","45830",NA
"SUM",103,"TI","Live",2,103,"HL",2,"CR",9,1,0,0,"HL","45826",NA
"WIL",103,"TI","Live",2,103,"HL",2,"OH",9,0,1,0,"TN","45830",NA
"SUM",103,"TI","Live",2,103,"HL",3,NA,NA,NA,NA,NA,NA,NA,NA
"WIL",103,"TI","Live",2,103,"HL",3,NA,NA,NA,NA,NA,NA,NA,NA
"SUM",104,"TI","Dead",3,104,"HL",1,"TI",1,8,0,1,"HL","45846",NA
"WIL",104,"TI","Dead",3,104,"HL",1,"HR",4,3,1,2,"HL","45838",NA
"SUM",104,"TI","Dead",3,104,"HL",2,"RC",1,8,1,0,"HL","45846",NA
"WIL",104,"TI","Dead",3,104,"HL",2,"TI",5,3,1,1,"HL","45838",NA
"SUM",104,"TI","Dead",3,104,"HL",3,"HR",5,4,0,1,"HL","45846",NA
"WIL",104,"TI","Dead",3,104,"HL",3,"RC",0,0,0,0,"-","-","missing"
"SUM",105,"NG","Live",3,105,"HL",1,"HR",8,1,1,0,"HL","45826",NA
"WIL",105,"NG","Live",3,105,"HL",1,"NG",3,6,0,1,"TN","45831",NA
"SUM",105,"NG","Live",3,105,"HL",2,"NG",5,5,0,0,"HL","45826","1 intact broken"
"WIL",105,"NG","Live",3,105,"HL",2,"RC",2,8,0,0,"TN","45831",NA
"SUM",105,"NG","Live",3,105,"HL",3,"RC",0,8,1,1,"HL","45826",NA
"WIL",105,"NG","Live",3,105,"HL",3,"HR",8,0,0,2,"TN","45831",NA
"SUM",106,"RC","Dead",2,106,"HL",1,"RC",1,9,0,0,"HL","45826",NA
"WIL",106,"RC","Dead",2,106,"HL",1,"RC",1,9,0,0,"TN","45830",NA
"SUM",106,"RC","Dead",2,106,"HL",2,"AH",9,1,0,0,"HL","45826",NA
"WIL",106,"RC","Dead",2,106,"HL",2,"AH",10,0,0,0,"TN","45830",NA
"SUM",106,"RC","Dead",2,106,"HL",3,NA,NA,NA,NA,NA,NA,NA,NA
"WIL",106,"RC","Dead",2,106,"HL",3,NA,NA,NA,NA,NA,NA,NA,NA
"SUM",107,"OH","Live",2,107,"HL",1,"TI",3,6,1,0,"HL","45826",NA
"WIL",107,"OH","Live",2,107,"HL",1,"TI",2,5,3,0,"TN","45830",NA
"SUM",107,"OH","Live",2,107,"HL",2,"NG",4,5,1,0,"HL","45826",NA
"WIL",107,"OH","Live",2,107,"HL",2,"NG",2,6,2,0,"TN","45830",NA
"SUM",107,"OH","Live",2,107,"HL",3,NA,NA,NA,NA,NA,NA,NA,NA
"WIL",107,"OH","Live",2,107,"HL",3,NA,NA,NA,NA,NA,NA,NA,NA
"SUM",108,"HR","Live",3,108,"HL",1,"NG",0,9,0,1,"HL","45846",NA
"WIL",108,"HR","Live",3,108,"HL",1,"TI",4,6,0,0,"TN","45830",NA
"SUM",108,"HR","Live",3,108,"HL",2,"TI",5,5,0,0,"HL","45846",NA
"WIL",108,"HR","Live",3,108,"HL",2,"NG",5,5,0,0,"TN","45830",NA
"SUM",108,"HR","Live",3,108,"HL",3,"BB",10,0,0,0,"HL","45846","1 intact shriveled,crumbly"
"WIL",108,"HR","Live",3,108,"HL",3,"BB",6,4,0,0,"TN","45830",NA
"SUM",109,"SR","Live",2,109,"HL",1,"NG",5,5,0,0,"HL","45826",NA
"WIL",109,"SR","Live",2,109,"HL",1,"NG",5,5,0,0,"TN","45830",NA
"SUM",109,"SR","Live",2,109,"HL",2,"BB",4,6,0,0,"HL","45826",NA
"WIL",109,"SR","Live",2,109,"HL",2,"BB",6,4,0,0,"TN","45830",NA
"SUM",109,"SR","Live",2,109,"HL",3,NA,NA,NA,NA,NA,NA,NA,NA
"WIL",109,"SR","Live",2,109,"HL",3,NA,NA,NA,NA,NA,NA,NA,NA
"SUM",110,"HG","Dead",3,110,"HL",1,"OH",3,4,0,3,"HL","45846",NA
"WIL",110,"HG","Dead",3,110,"HL",1,"SR",0,0,0,0,"-","-","missing"
"SUM",110,"HG","Dead",3,110,"HL",2,"CR",5,4,1,0,"HL","45846",NA
"WIL",110,"HG","Dead",3,110,"HL",2,"CR",0,0,0,0,"-","-","missing"
"SUM",110,"HG","Dead",3,110,"HL",3,"SR",6,4,0,0,"HL","45846",NA
"WIL",110,"HG","Dead",3,110,"HL",3,"OH",0,0,0,0,"-","-","missing"
"SUM",111,"NG","Dead",2,111,"HL",1,"OH",6,2,2,0,"HL","45846",NA
"WIL",111,"NG","Dead",2,111,"HL",1,"OH",2,4,4,0,"HL","45838",NA
"SUM",111,"NG","Dead",2,111,"HL",2,"SR",6,3,0,1,"HL","45846",NA
"WIL",111,"NG","Dead",2,111,"HL",2,"SR",7,3,0,0,"HL","45838",NA
"SUM",111,"NG","Dead",2,111,"HL",3,NA,NA,NA,NA,NA,NA,NA,NA
"WIL",111,"NG","Dead",2,111,"HL",3,NA,NA,NA,NA,NA,NA,NA,NA
"SUM",112,"RC","Dead",3,112,"HL",1,"BB",4,6,0,0,"HL","45846",NA
"WIL",112,"RC","Dead",3,112,"HL",1,"NG",3,7,0,0,"HL","45838",NA
"SUM",112,"RC","Dead",3,112,"HL",2,"NG",4,6,0,0,"HL","45846",NA
"WIL",112,"RC","Dead",3,112,"HL",2,"BB",5,4,1,0,"HL","45838",NA
"SUM",112,"RC","Dead",3,112,"HL",3,"TI",5,5,0,0,"HL","45846",NA
"WIL",112,"RC","Dead",3,112,"HL",3,"TI",4,6,0,0,"HL","45838",NA
"SUM",113,"TI","Live",2,113,"HL",1,"OH",5,5,0,0,"HL","45826",NA
"WIL",113,"TI","Live",2,113,"HL",1,"CR",9,0,1,0,"TN","45830",NA
"SUM",113,"TI","Live",2,113,"HL",2,"CR",8,2,0,0,"HL","45826",NA
"WIL",113,"TI","Live",2,113,"HL",2,"OH",10,0,0,0,"TN","45830",NA
"SUM",113,"TI","Live",2,113,"HL",3,NA,NA,NA,NA,NA,NA,NA,NA
"WIL",113,"TI","Live",2,113,"HL",3,NA,NA,NA,NA,NA,NA,NA,NA
"SUM",114,"RC","Live",2,114,"HL",1,"AH",9,0,0,1,"HL","45826",NA
"WIL",114,"RC","Live",2,114,"HL",1,"RC",5,5,0,0,"TN","45831",NA
"SUM",114,"RC","Live",2,114,"HL",2,"RC",0,10,0,0,"HL","45826",NA
"WIL",114,"RC","Live",2,114,"HL",2,"AH",10,0,0,0,"TN","45831",NA
"SUM",114,"RC","Live",2,114,"HL",3,NA,NA,NA,NA,NA,NA,NA,NA
"WIL",114,"RC","Live",2,114,"HL",3,NA,NA,NA,NA,NA,NA,NA,NA
"SUM",115,"TI","Live",2,115,"HL",1,"CR",4,6,0,0,"HL","45826",NA
"WIL",115,"TI","Live",2,115,"HL",1,"CR",6,3,1,0,"TN","45830",NA
"SUM",115,"TI","Live",2,115,"HL",2,"OH",6,4,0,0,"HL","45826",NA
"WIL",115,"TI","Live",2,115,"HL",2,"OH",6,2,2,0,"TN","45830",NA
"SUM",115,"TI","Live",2,115,"HL",3,NA,NA,NA,NA,NA,NA,NA,NA
"WIL",115,"TI","Live",2,115,"HL",3,NA,NA,NA,NA,NA,NA,NA,NA
"SUM",116,"BB","Dead",3,116,"HL",1,"BB",5,3,2,0,"TN","45826",NA
"WIL",116,"BB","Dead",3,116,"HL",1,"BB",6,4,0,0,"TN","45830",NA
"SUM",116,"BB","Dead",3,116,"HL",2,"RC",4,4,0,2,"TN","45826","2 intact seeds very small"
"WIL",116,"BB","Dead",3,116,"HL",2,"RC",7,2,1,0,"TN","45830",NA
"SUM",116,"BB","Dead",3,116,"HL",3,"HR",6,4,0,0,"TN","45826",NA
"WIL",116,"BB","Dead",3,116,"HL",3,"HR",4,4,4,0,"TN","45830",NA
"SUM",117,"RC","Dead",3,117,"HL",1,"TI",0,5,5,0,"TN","45826","no intact seeds"
"WIL",117,"RC","Dead",3,117,"HL",1,"TI",1,8,1,0,"TN","45831",NA
"SUM",117,"RC","Dead",3,117,"HL",2,"NG",2,5,3,0,"TN","45826",NA
"WIL",117,"RC","Dead",3,117,"HL",2,"NG",4,5,1,0,"TN","45831",NA
"SUM",117,"RC","Dead",3,117,"HL",3,"BB",6,3,1,0,"TN","45826",NA
"WIL",117,"RC","Dead",3,117,"HL",3,"BB",4,6,0,0,"TN","45831",NA
"SUM",118,"CR","Dead",3,118,"HL",1,"CR",4,5,1,0,"TN","45825",NA
"WIL",118,"CR","Dead",3,118,"HL",1,"CR",8,2,0,0,"TN","45831",NA
"SUM",118,"CR","Dead",3,118,"HL",2,"HG",3,3,3,1,"TN","45825",NA
"WIL",118,"CR","Dead",3,118,"HL",2,"HG",8,0,1,1,"TN","45831",NA
"SUM",118,"CR","Dead",3,118,"HL",3,"AH",10,0,0,0,"TN","45825",NA
"WIL",118,"CR","Dead",3,118,"HL",3,"AH",10,0,0,0,"TN","45831",NA
"SUM",119,"RC","Dead",3,119,"HL",1,"NG",7,3,0,0,"HL","45846","2 intact small and shriveled"
"WIL",119,"RC","Dead",3,119,"HL",1,"NG",3,7,0,0,"HL","45838",NA
"SUM",119,"RC","Dead",3,119,"HL",2,"TI",2,8,0,0,"HL","45846","1 intact flat"
"WIL",119,"RC","Dead",3,119,"HL",2,"TI",5,5,0,0,"HL","45838",NA
"SUM",119,"RC","Dead",3,119,"HL",3,"BB",2,8,0,0,"HL","45846",NA
"WIL",119,"RC","Dead",3,119,"HL",3,"BB",12,8,0,0,"HL","45838",NA
"SUM",120,"OH","Dead",2,120,"HL",1,"TI",0,10,0,0,"HL","45846",NA
"WIL",120,"OH","Dead",2,120,"HL",1,"TI",0,0,0,0,"-","-","missing"
"SUM",120,"OH","Dead",2,120,"HL",2,"NG",1,7,0,2,"HL","45846",NA
"WIL",120,"OH","Dead",2,120,"HL",2,"NG",0,0,0,0,"-","-","missing"
"SUM",120,"OH","Dead",2,120,"HL",3,NA,NA,NA,NA,NA,NA,NA,NA
"WIL",120,"OH","Dead",2,120,"HL",3,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,"HL",1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,"HL",1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,600,NA,NA,1,NA,1084,1060,133,75,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2352,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,"HL",2,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,"HL",2,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,600,NA,NA,2,NA,1233,865,104,99,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2301,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,"HL",3,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,"HL",3,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,600,NA,NA,3,NA,697,352,37,46,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,1132,NA,NA,NA,NA
